"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.urlName","Input.url","Answer.bfxConfidence.1","Answer.bfxConfidence.2","Answer.bfxLink","Answer.bfxMonth","Answer.bfxYear","Answer.confidence.1","Answer.confidence.2","Answer.feedback","Answer.foundMonth","Answer.foundYear","Answer.link","Approve","Reject"
"301KG0KX9BKYRFAJBBCNXGR46O92HU","3C3LDH5JOKJO9EWPJVCOUKMC5A0MFU","Find out when a company was founded","Review the cryptocurrency exchange company listed on the website and find out when it was founded. Provide a link of where you found the information.","data collection, website, data extraction, business founded date, cryptocurrency company","$0.10","Tue Jan 01 10:03:58 PST 2019","1","BatchId:3487321;OriginalHitTemplateId:928390855;","7200","172800","Thu Jan 03 10:03:58 PST 2019","","","3QHK8ZVMIMHXN8RZBRPYFLJ3UDBLB3","A30DA9OCSK88X5","Approved","Tue Jan 01 10:20:37 PST 2019","Tue Jan 01 10:23:09 PST 2019","Thu Jan 03 10:23:09 PST 2019","2019-01-03 18:23:38 UTC","","","152","100% (3/3)","100% (3/3)","0% (0/0)","Tradeogre","https://coinmarketcap.com/exchanges/tradeogre/","true","false","https://www.google.com/search?q=WHEN+WAS+Bitfinex+FOUNDED&rlz=1C1NDCM_enUS810US810&oq=WHEN+WAS+Bitfinex+FOUNDED&aqs=chrome..69i57.12310j0j7&sourceid=chrome&ie=UTF-8","","2012","true","false","","","2018","https://www.coingecko.com/en/exchanges/trade_ogre"
"302U8RURJY0ZY2UW2JRB45LBPYANVV","3C3LDH5JOKJO9EWPJVCOUKMC5A0MFU","Find out when a company was founded","Review the cryptocurrency exchange company listed on the website and find out when it was founded. Provide a link of where you found the information.","data collection, website, data extraction, business founded date, cryptocurrency company","$0.10","Tue Jan 01 10:03:59 PST 2019","1","BatchId:3487321;OriginalHitTemplateId:928390855;","7200","172800","Thu Jan 03 10:03:59 PST 2019","","","386CSBG1OZL28TQH75GMLRW5QIM6QR","A1J4AZL6MZ675U","Approved","Tue Jan 01 10:04:37 PST 2019","Tue Jan 01 10:09:21 PST 2019","Thu Jan 03 10:09:21 PST 2019","2019-01-03 18:09:38 UTC","","","284","100% (68/68)","100% (68/68)","0% (0/0)","Nocks","https://coinmarketcap.com/exchanges/nocks/","true","false","https://www.linkedin.com/company/bitfinex/","","2012","true","false","","","2015","https://www.linkedin.com/company/nocks/"
"304QEQWKZOJ1NMTS013ZY1VQLC2O0J","3C3LDH5JOKJO9EWPJVCOUKMC5A0MFU","Find out when a company was founded","Review the cryptocurrency exchange company listed on the website and find out when it was founded. Provide a link of where you found the information.","data collection, website, data extraction, business founded date, cryptocurrency company","$0.10","Tue Jan 01 10:03:59 PST 2019","1","BatchId:3487321;OriginalHitTemplateId:928390855;","7200","172800","Thu Jan 03 10:03:59 PST 2019","","","3V0Z7YWSIYZ6V03X62YT11E1R69V25","A1J4AZL6MZ675U","Approved","Tue Jan 01 12:24:18 PST 2019","Tue Jan 01 12:41:36 PST 2019","Thu Jan 03 12:41:36 PST 2019","2019-01-03 20:41:38 UTC","","","1038","100% (68/68)","100% (68/68)","0% (0/0)","Btcc","https://coinmarketcap.com/exchanges/btcc/","true","false","https://www.linkedin.com/company/bitfinex/","","2012","true","false","","","2011","https://www.linkedin.com/company/yourbtcc/"
"308KJXFUJQ5D1RWIOKMRHHDQT6VTA1","3C3LDH5JOKJO9EWPJVCOUKMC5A0MFU","Find out when a company was founded","Review the cryptocurrency exchange company listed on the website and find out when it was founded. Provide a link of where you found the information.","data collection, website, data extraction, business founded date, cryptocurrency company","$0.10","Tue Jan 01 10:03:58 PST 2019","1","BatchId:3487321;OriginalHitTemplateId:928390855;","7200","172800","Thu Jan 03 10:03:58 PST 2019","","","3TOK3KHVJTHIRHR6B2TA20116TU7OR","A3NY5NUG0N334W","Approved","Tue Jan 01 11:27:32 PST 2019","Tue Jan 01 11:35:16 PST 2019","Thu Jan 03 11:35:16 PST 2019","2019-01-03 19:35:38 UTC","","","464","100% (1/1)","100% (1/1)","0% (0/0)","Bigone","https://coinmarketcap.com/exchanges/bigone/","true","false","https://www.bitfinex.com/about","","2012","true","false","","11","2017","https://bigone.zendesk.com/hc/en-us/articles/115002950193-BigONE-will-formally-launch-on-November-1-2017"
"30F94FBDNQJIK11AUYMNCSXWBOGTBW","3C3LDH5JOKJO9EWPJVCOUKMC5A0MFU","Find out when a company was founded","Review the cryptocurrency exchange company listed on the website and find out when it was founded. Provide a link of where you found the information.","data collection, website, data extraction, business founded date, cryptocurrency company","$0.10","Tue Jan 01 10:03:59 PST 2019","1","BatchId:3487321;OriginalHitTemplateId:928390855;","7200","172800","Thu Jan 03 10:03:59 PST 2019","","","3WI0P0II61R153KWU7D0WNG23RLRDH","A3GR8MTLTV0QW6","Approved","Tue Jan 01 12:18:51 PST 2019","Tue Jan 01 12:20:53 PST 2019","Thu Jan 03 12:20:53 PST 2019","2019-01-03 20:21:38 UTC","","","122","100% (1/1)","100% (1/1)","0% (0/0)","C-Patex","https://coinmarketcap.com/exchanges/c-patex/","true","false","https://en.wikipedia.org/wiki/Bitfinex#History","12","2012","true","false","","11","2017","https://steemit.com/embercoin/@officialchartis/embercoin-now-listed-on-c-patex-emb-btc-and-emb-ltc"
"31GN6YMHLOR9T4M60PDTP1EVJ6KWSQ","3C3LDH5JOKJO9EWPJVCOUKMC5A0MFU","Find out when a company was founded","Review the cryptocurrency exchange company listed on the website and find out when it was founded. Provide a link of where you found the information.","data collection, website, data extraction, business founded date, cryptocurrency company","$0.10","Tue Jan 01 10:03:46 PST 2019","1","BatchId:3487321;OriginalHitTemplateId:928390855;","7200","172800","Thu Jan 03 10:03:46 PST 2019","","","39JEC7537U0JTIVZ3VNZDENN3XICVR","AXVE9Z4B29AY","Approved","Tue Jan 01 11:25:39 PST 2019","Tue Jan 01 11:43:43 PST 2019","Thu Jan 03 11:43:43 PST 2019","2019-01-03 19:44:38 UTC","","","1084","100% (4/4)","100% (4/4)","0% (0/0)","Gdac","https://coinmarketcap.com/exchanges/gdac/","true","false","https://en.wikipedia.org/wiki/Bitfinex","12","2012","true","false","GDAC was launched in the Summer of 2018. The exact month is not specified.","","2018","https://medium.com/@hacken/the-korean-trade-volume-manipulations-by-coinbit-and-gdac-e0e68bbbea5d"
"31KSVEGZ33RXSPMTL0DOZR9ZX41WR2","3C3LDH5JOKJO9EWPJVCOUKMC5A0MFU","Find out when a company was founded","Review the cryptocurrency exchange company listed on the website and find out when it was founded. Provide a link of where you found the information.","data collection, website, data extraction, business founded date, cryptocurrency company","$0.10","Tue Jan 01 10:03:45 PST 2019","1","BatchId:3487321;OriginalHitTemplateId:928390855;","7200","172800","Thu Jan 03 10:03:45 PST 2019","","","38F5OAUN5NB8Z05J7PYKIR40U6C7HX","A2B01QN5HEEZ91","Approved","Tue Jan 01 10:27:53 PST 2019","Tue Jan 01 10:29:52 PST 2019","Thu Jan 03 10:29:52 PST 2019","2019-01-03 18:30:38 UTC","","","119","100% (3/3)","100% (3/3)","0% (0/0)","Coinex","https://coinmarketcap.com/exchanges/coinex/","true","false","https://coinmarketcap.com/exchanges/bitfinex/","","2012","true","false","","12","2017","https://www.coinex.com/aboutus"
"31MBOZ6PANQDBTLBZPGR1LTXZWUCLJ","3C3LDH5JOKJO9EWPJVCOUKMC5A0MFU","Find out when a company was founded","Review the cryptocurrency exchange company listed on the website and find out when it was founded. Provide a link of where you found the information.","data collection, website, data extraction, business founded date, cryptocurrency company","$0.10","Tue Jan 01 10:03:53 PST 2019","1","BatchId:3487321;OriginalHitTemplateId:928390855;","7200","172800","Thu Jan 03 10:03:53 PST 2019","","","3ZAZR5XV01H022094SC2YK0JR7LZC9","A1FZPQHB7FA3CJ","Approved","Tue Jan 01 10:48:39 PST 2019","Tue Jan 01 10:50:49 PST 2019","Thu Jan 03 10:50:49 PST 2019","2019-01-03 18:51:38 UTC","","","130","100% (3/3)","100% (3/3)","0% (0/0)","Lbank","https://coinmarketcap.com/exchanges/lbank/","true","false","https://en.wikipedia.org/wiki/Bitfinex","12","2012","true","false","","10","2016","https://list.wiki/LBank"
"31MBOZ6PANQDBTLBZPGR1LTXZWULCS","3C3LDH5JOKJO9EWPJVCOUKMC5A0MFU","Find out when a company was founded","Review the cryptocurrency exchange company listed on the website and find out when it was founded. Provide a link of where you found the information.","data collection, website, data extraction, business founded date, cryptocurrency company","$0.10","Tue Jan 01 10:03:45 PST 2019","1","BatchId:3487321;OriginalHitTemplateId:928390855;","7200","172800","Thu Jan 03 10:03:45 PST 2019","","","3WT783CTPBG4K4XTYEWZC2TG04YCBF","A1DXFMUVK5015A","Approved","Tue Jan 01 10:26:53 PST 2019","Tue Jan 01 11:02:14 PST 2019","Thu Jan 03 11:02:14 PST 2019","2019-01-03 19:02:38 UTC","","","2121","100% (14/14)","100% (14/14)","0% (0/0)","Cobinhood","https://coinmarketcap.com/exchanges/cobinhood/","true","false","https://en.wikipedia.org/wiki/Bitfinex#History","12","2012","true","false","","","2017","https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=537207720"
"31N9JPQXIOHUG1ZCXUA7P4U2HJZNH5","3C3LDH5JOKJO9EWPJVCOUKMC5A0MFU","Find out when a company was founded","Review the cryptocurrency exchange company listed on the website and find out when it was founded. Provide a link of where you found the information.","data collection, website, data extraction, business founded date, cryptocurrency company","$0.10","Tue Jan 01 10:03:54 PST 2019","1","BatchId:3487321;OriginalHitTemplateId:928390855;","7200","172800","Thu Jan 03 10:03:54 PST 2019","","","3MRNMEIQW55Q25PJPNG4AB73XYNLDA","A3BHYRKJF4LUQG","Approved","Tue Jan 01 10:23:24 PST 2019","Tue Jan 01 10:24:52 PST 2019","Thu Jan 03 10:24:52 PST 2019","2019-01-03 18:25:38 UTC","","","88","100% (1/1)","100% (1/1)","0% (0/0)","Itbit","https://coinmarketcap.com/exchanges/itbit/","true","false","https://en.wikipedia.org/wiki/Bitfinex","","2012","true","false","","","2012","https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=250364861"
